relation,display_relation,x_id,x_name,x_type,y_id,y_name,y_type
contraindication,contraindication,8054_16367_1907,dermatomyositis,disease,DB00709,Lamivudine,drug
indication,indication,4907,alopecia,disease,DB00350,Minoxidil,drug
indication,indication,2154,trichomoniasis,disease,DB00916,Metronidazole,drug
indication,indication,2154,trichomoniasis,disease,DB13659,Tenonitrozole,drug
indication,indication,2154,trichomoniasis,disease,DB12834,Secnidazole,drug
indication,indication,2154,trichomoniasis,disease,DB00911,Tinidazole,drug
indication,indication,2154,trichomoniasis,disease,DB13302,Hachimycin,drug
indication,indication,8661,vitiligo,disease,DB04571,Trioxsalen,drug
contraindication,contraindication,8661,vitiligo,disease,DB00755,Tretinoin,drug
indication,indication,8661,vitiligo,disease,DB00553,Methoxsalen,drug
contraindication,contraindication,8661,vitiligo,disease,DB09516,Mequinol,drug
indication,indication,4678_18335,dermatophytosis,disease,DB13671,Sulbentine,drug
indication,indication,254,cutaneous mycosis,disease,DB13671,Sulbentine,drug
indication,indication,6559,hidradenitis suppurativa,disease,DB00051,Adalimumab,drug
indication,indication,2260,hidradenitis,disease,DB00051,Adalimumab,drug
contraindication,contraindication,19509,cutaneous leukocytoclastic angiitis,disease,DB00437,Allopurinol,drug
contraindication,contraindication,1290,allergic cutaneous vasculitis,disease,DB00437,Allopurinol,drug
contraindication,contraindication,10150_4958_5096_6082_500_514,squamous cell carcinoma,disease,DB00553,Methoxsalen,drug
indication,indication,10150_4958_5096_6082_500_514,squamous cell carcinoma,disease,DB14707,Cemiplimab,drug
indication,indication,10150_4958_5096_6082_500_514,squamous cell carcinoma,disease,DB11630,Temoporfin,drug
indication,indication,10150_4958_5096_6082_500_514,squamous cell carcinoma,disease,DB00290,Bleomycin,drug
indication,indication,242,tinea barbae,disease,DB00525,Tolnaftate,drug
indication,indication,242,tinea barbae,disease,DB00400,Griseofulvin,drug
indication,indication,10150_4958_5096_6082_500_514,squamous cell carcinoma,disease,DB00002,Cetuximab,drug
indication,indication,536,pharyngeal squamous cell carcinoma,disease,DB00002,Cetuximab,drug
indication,indication,5595,laryngeal squamous cell carcinoma,disease,DB00002,Cetuximab,drug
indication,indication,41751,multibacillary leprosy,disease,DB00845,Clofazimine,drug
off-label use,off-label use,41751,multibacillary leprosy,disease,DB01045,Rifampicin,drug
indication,indication,19210,cutaneous neuroendocrine carcinoma,disease,DB11945,Avelumab,drug
indication,indication,18500,cutaneous larva migrans,disease,DB00730,Thiabendazole,drug
indication,indication,6014,vulvovaginal candidiasis,disease,DB01152,Candicidin,drug
contraindication,contraindication,4712,herpes simplex dermatitis,disease,DB00337,Pimecrolimus,drug
contraindication,contraindication,4712,herpes simplex dermatitis,disease,DB00864,Tacrolimus,drug
contraindication,contraindication,43106,ichthyosis linearis circumflexa,disease,DB00337,Pimecrolimus,drug
contraindication,contraindication,43106,ichthyosis linearis circumflexa,disease,DB00864,Tacrolimus,drug
off-label use,off-label use,41752,paucibacillary leprosy,disease,DB01045,Rifampicin,drug
contraindication,contraindication,19810,toxic epidermal necrolysis,disease,DB00238,Nevirapine,drug
indication,indication,18352,squamous cell carcinoma of penis,disease,DB00290,Bleomycin,drug
indication,indication,6526,allergic urticaria,disease,DB00967,Desloratadine,drug
disease_phenotype_negative,phenotype absent,1595,Abnormal hair morphology,effect/phenotype,11870,annular epidermolytic ichthyosis,disease
disease_phenotype_negative,phenotype absent,1597,Abnormality of the nail,effect/phenotype,11870,annular epidermolytic ichthyosis,disease
disease_phenotype_negative,phenotype absent,11971,Dermatographic urticaria,effect/phenotype,7447,autosomal dominant vibratory urticaria,disease
disease_phenotype_negative,phenotype absent,504,Abnormality of vision,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_negative,phenotype absent,1249,Intellectual disability,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_negative,phenotype absent,9737,Lisch nodules,effect/phenotype,7039_7245_18975_21061_8075,neurofibromatosis,disease
disease_phenotype_negative,phenotype absent,1595,Abnormal hair morphology,effect/phenotype,11881_13034,keratosis palmoplantaris striata,disease
disease_phenotype_negative,phenotype absent,1597,Abnormality of the nail,effect/phenotype,11881_13034,keratosis palmoplantaris striata,disease
disease_phenotype_negative,phenotype absent,992,Cutaneous photosensitivity,effect/phenotype,12500_13739_19557,chilblain lupus,disease
disease_phenotype_negative,phenotype absent,30880,Raynaud phenomenon,effect/phenotype,12500_13739_19557,chilblain lupus,disease
disease_phenotype_negative,phenotype absent,1595,Abnormal hair morphology,effect/phenotype,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,disease
disease_phenotype_negative,phenotype absent,1597,Abnormality of the nail,effect/phenotype,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,disease
disease_phenotype_negative,phenotype absent,707,Abnormality of the nervous system,effect/phenotype,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,disease
disease_phenotype_negative,phenotype absent,975,Hyperhidrosis,effect/phenotype,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,disease
disease_phenotype_negative,phenotype absent,971,Abnormal sweat gland morphology,effect/phenotype,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,disease
disease_phenotype_negative,phenotype absent,478,Abnormality of the eye,effect/phenotype,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,disease
disease_phenotype_negative,phenotype absent,499,Abnormal eyelash morphology,effect/phenotype,10229,"alopecia, congenital",disease
disease_phenotype_negative,phenotype absent,534,Abnormal eyebrow morphology,effect/phenotype,10229,"alopecia, congenital",disease
disease_phenotype_negative,phenotype absent,12332,Abnormal autonomic nervous system physiology,effect/phenotype,24522_54765_13502_15301,primary cutaneous amyloidosis,disease
disease_phenotype_negative,phenotype absent,9830,Peripheral neuropathy,effect/phenotype,24522_54765_13502_15301,primary cutaneous amyloidosis,disease
disease_phenotype_negative,phenotype absent,1258,Spastic paraplegia,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_negative,phenotype absent,1433,Hepatosplenomegaly,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_negative,phenotype absent,164,Abnormality of the dentition,effect/phenotype,11881_13034,keratosis palmoplantaris striata,disease
disease_phenotype_negative,phenotype absent,1067,Neurofibromas,effect/phenotype,7039_7245_18975_21061_8075,neurofibromatosis,disease
disease_phenotype_negative,phenotype absent,1597,Abnormality of the nail,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_negative,phenotype absent,1231,Abnormal fingernail morphology,effect/phenotype,8121,"onychogryposis, pedal, with keratosis plantaris and coarse hair",disease
disease_phenotype_negative,phenotype absent,478,Abnormality of the eye,effect/phenotype,12258,epidermolysis bullosa simplex with circinate migratory erythema,disease
disease_phenotype_negative,phenotype absent,972,Palmoplantar hyperkeratosis,effect/phenotype,12258,epidermolysis bullosa simplex with circinate migratory erythema,disease
disease_phenotype_negative,phenotype absent,8404,Nail dystrophy,effect/phenotype,12258,epidermolysis bullosa simplex with circinate migratory erythema,disease
disease_phenotype_negative,phenotype absent,200097,Oral mucosal blisters,effect/phenotype,12258,epidermolysis bullosa simplex with circinate migratory erythema,disease
disease_phenotype_negative,phenotype absent,3538,Increased serum iduronate sulfatase level,effect/phenotype,10652,X-linked intellectual disability-seizures-psoriasis syndrome,disease
disease_phenotype_negative,phenotype absent,1396,Cholestasis,effect/phenotype,18360,neonatal lupus erythematosus,disease
disease_phenotype_negative,phenotype absent,7483,Depigmentation/hyperpigmentation of skin,effect/phenotype,19560,lupus erythematosus tumidus,disease
disease_phenotype_negative,phenotype absent,40189,Scaling skin,effect/phenotype,19560,lupus erythematosus tumidus,disease
disease_phenotype_negative,phenotype absent,100699,Scarring,effect/phenotype,19560,lupus erythematosus tumidus,disease
disease_phenotype_negative,phenotype absent,25524,Palmoplantar scaling skin,effect/phenotype,15085,bathing suit ichthyosis,disease
disease_phenotype_negative,phenotype absent,12531,Pain,effect/phenotype,19210,cutaneous neuroendocrine carcinoma,disease
disease_phenotype_negative,phenotype absent,135,Hypogonadism,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,707,Abnormality of the nervous system,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,1103,Abnormal macular morphology,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,1250,Seizure,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,1257,Spasticity,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,2063,Rigidity,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,10550,Paraplegia,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_negative,phenotype absent,30182,Tetraplegia/tetraparesis,effect/phenotype,9444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,8109,ocular cicatricial pemphigoid,disease
disease_phenotype_positive,phenotype present,478,Abnormality of the eye,effect/phenotype,8109,ocular cicatricial pemphigoid,disease
disease_phenotype_positive,phenotype present,7716,Uveal melanoma,effect/phenotype,7965,"melanoma, malignant familial intraocular",disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7965,"melanoma, malignant familial intraocular",disease
disease_phenotype_positive,phenotype present,992,Cutaneous photosensitivity,effect/phenotype,12500_13739_19557,chilblain lupus,disease
disease_phenotype_positive,phenotype present,969,Edema,effect/phenotype,12500_13739_19557,chilblain lupus,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,12500_13739_19557,chilblain lupus,disease
disease_phenotype_positive,phenotype present,2633,Vasculitis,effect/phenotype,12500_13739_19557,chilblain lupus,disease
disease_phenotype_positive,phenotype present,1250,Seizure,effect/phenotype,10652,X-linked intellectual disability-seizures-psoriasis syndrome,disease
disease_phenotype_positive,phenotype present,1417,X-linked inheritance,effect/phenotype,10652,X-linked intellectual disability-seizures-psoriasis syndrome,disease
disease_phenotype_positive,phenotype present,1249,Intellectual disability,effect/phenotype,10652,X-linked intellectual disability-seizures-psoriasis syndrome,disease
disease_phenotype_positive,phenotype present,3765,Psoriasiform dermatitis,effect/phenotype,10652,X-linked intellectual disability-seizures-psoriasis syndrome,disease
disease_phenotype_positive,phenotype present,2232,Patchy alopecia,effect/phenotype,7084,familial focal alopecia,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7084,familial focal alopecia,disease
disease_phenotype_positive,phenotype present,2013,Vomiting,effect/phenotype,7782,"hyperthermia, cutaneous, with headaches and nausea",disease
disease_phenotype_positive,phenotype present,1945,Fever,effect/phenotype,7782,"hyperthermia, cutaneous, with headaches and nausea",disease
disease_phenotype_positive,phenotype present,2018,Nausea,effect/phenotype,7782,"hyperthermia, cutaneous, with headaches and nausea",disease
disease_phenotype_positive,phenotype present,2315,Headache,effect/phenotype,7782,"hyperthermia, cutaneous, with headaches and nausea",disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7782,"hyperthermia, cutaneous, with headaches and nausea",disease
disease_phenotype_positive,phenotype present,7475,Congenital bullous ichthyosiform erythroderma,effect/phenotype,11870,annular epidermolytic ichthyosis,disease
disease_phenotype_positive,phenotype present,10783,Erythema,effect/phenotype,11870,annular epidermolytic ichthyosis,disease
disease_phenotype_positive,phenotype present,972,Palmoplantar hyperkeratosis,effect/phenotype,11870,annular epidermolytic ichthyosis,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,11870,annular epidermolytic ichthyosis,disease
disease_phenotype_positive,phenotype present,6729,Retroperitoneal chemodectomas,effect/phenotype,7314,"chemodectoma, intraabdominal, with cutaneous angiolipomas",disease
disease_phenotype_positive,phenotype present,6773,Cutaneous angiolipomas,effect/phenotype,7314,"chemodectoma, intraabdominal, with cutaneous angiolipomas",disease
disease_phenotype_positive,phenotype present,30074,Chemodectoma,effect/phenotype,7314,"chemodectoma, intraabdominal, with cutaneous angiolipomas",disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7314,"chemodectoma, intraabdominal, with cutaneous angiolipomas",disease
disease_phenotype_positive,phenotype present,1041,Facial erythema,effect/phenotype,7447,autosomal dominant vibratory urticaria,disease
disease_phenotype_positive,phenotype present,31284,Flushing,effect/phenotype,7447,autosomal dominant vibratory urticaria,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7447,autosomal dominant vibratory urticaria,disease
disease_phenotype_positive,phenotype present,2982,Tibial bowing,effect/phenotype,8160,osteosclerosis with ichthyosis and fractures,disease
disease_phenotype_positive,phenotype present,2980,Femoral bowing,effect/phenotype,8160,osteosclerosis with ichthyosis and fractures,disease
disease_phenotype_positive,phenotype present,11001,Increased bone mineral density,effect/phenotype,8160,osteosclerosis with ichthyosis and fractures,disease
disease_phenotype_positive,phenotype present,5791,Cortical thickening of long bone diaphyses,effect/phenotype,8160,osteosclerosis with ichthyosis and fractures,disease
disease_phenotype_positive,phenotype present,2757,Recurrent fractures,effect/phenotype,8160,osteosclerosis with ichthyosis and fractures,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,8160,osteosclerosis with ichthyosis and fractures,disease
disease_phenotype_positive,phenotype present,9592,Astrocytoma,effect/phenotype,7967,melanoma and neural system tumor syndrome,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7967,melanoma and neural system tumor syndrome,disease
disease_phenotype_positive,phenotype present,1596,Alopecia,effect/phenotype,9420,primary hypergonadotropic hypogonadism-partial alopecia syndrome,disease
disease_phenotype_positive,phenotype present,815,Hypergonadotropic hypogonadism,effect/phenotype,9420,primary hypergonadotropic hypogonadism-partial alopecia syndrome,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,9420,primary hypergonadotropic hypogonadism-partial alopecia syndrome,disease
disease_phenotype_positive,phenotype present,10464,Streak ovary,effect/phenotype,9420,primary hypergonadotropic hypogonadism-partial alopecia syndrome,disease
disease_phenotype_positive,phenotype present,25114,Hypergranulosis,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,1019,Erythroderma,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,982,Palmoplantar keratoderma,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7809,ichthyosis hystrix gravior,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,12446,seborrhea-like dermatitis with psoriasiform elements,disease
disease_phenotype_positive,phenotype present,962,Hyperkeratosis,effect/phenotype,12446,seborrhea-like dermatitis with psoriasiform elements,disease
disease_phenotype_positive,phenotype present,670,Carious teeth,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,3002,Breast carcinoma,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,1596,Alopecia,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,1807,Ridged nail,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,6297,Hypoplasia of dental enamel,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,1009,Telangiectasia,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,444,Convex nasal ridge,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,13806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,disease
disease_phenotype_positive,phenotype present,2223,Absent eyebrow,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,3577,Congenital onset,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,1596,Alopecia,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,4322,Short stature,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,11457,Loss of eyelashes,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,1072,Thickened skin,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,30756,Erythrodontia,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,938,Osteopenia,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,32001,Pink urine,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,559,Corneal scarring,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,2953,Vertebral compression fractures,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,2756,Pathologic fracture,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,1744,Splenomegaly,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,2797,Osteolysis,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,153,Abnormality of the mouth,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,992,Cutaneous photosensitivity,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,1081,Cholelithiasis,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,9473,Joint contracture of the hand,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,987,Atypical scarring of skin,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,1878,Hemolytic anemia,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,1873,Thrombocytopenia,effect/phenotype,9902,cutaneous porphyria,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,8778,"amyloidosis, cutaneous bullous",disease
disease_phenotype_positive,phenotype present,951,Abnormality of the skin,effect/phenotype,8778,"amyloidosis, cutaneous bullous",disease
disease_phenotype_positive,phenotype present,40189,Scaling skin,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,25080,Orthokeratotic hyperkeratosis,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,989,Pruritus,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,10783,Erythema,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,962,Hyperkeratosis,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,2289,Alopecia universalis,effect/phenotype,8757_19080,alopecia universalis,disease
disease_phenotype_positive,phenotype present,1596,Alopecia,effect/phenotype,8757_19080,alopecia universalis,disease
disease_phenotype_positive,phenotype present,1939,Abnormality of metabolism/homeostasis,effect/phenotype,8757_19080,alopecia universalis,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,8757_19080,alopecia universalis,disease
disease_phenotype_positive,phenotype present,25114,Hypergranulosis,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,1581,Recurrent skin infections,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,40162,Orthokeratosis,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,8070,Sparse hair,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,100792,Acantholysis,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,1019,Erythroderma,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,2205,Recurrent respiratory infections,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,3228,Hypernatremia,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,1510,Growth delay,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,982,Palmoplantar keratoderma,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,3765,Psoriasiform dermatitis,effect/phenotype,14218,severe dermatitis-multiple allergies-metabolic wasting syndrome,disease
disease_phenotype_positive,phenotype present,1045,Vitiligo,effect/phenotype,9085,deafness-vitiligo-achalasia syndrome,disease
disease_phenotype_positive,phenotype present,3202,Skeletal muscle atrophy,effect/phenotype,9085,deafness-vitiligo-achalasia syndrome,disease
disease_phenotype_positive,phenotype present,365,Hearing impairment,effect/phenotype,9085,deafness-vitiligo-achalasia syndrome,disease
disease_phenotype_positive,phenotype present,4322,Short stature,effect/phenotype,9085,deafness-vitiligo-achalasia syndrome,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,9085,deafness-vitiligo-achalasia syndrome,disease
disease_phenotype_positive,phenotype present,12472,Eclabion,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,7479,Congenital nonbullous ichthyosiform erythroderma,effect/phenotype,11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,disease
disease_phenotype_positive,phenotype present,9926,Epiphora,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,561,Absent eyelashes,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,9938,Sunken cheeks,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,32152,Keratosis pilaris,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,31285,Abnormal perifollicular morphology,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,25249,Comedo,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,10783,Erythema,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,200034,Papule,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,45075,Sparse eyebrow,effect/phenotype,18855_21036,keratosis pilaris,disease
disease_phenotype_positive,phenotype present,4322,Short stature,effect/phenotype,13176,ichthyosis-short stature-brachydactyly-microspherophakia syndrome,disease
disease_phenotype_positive,phenotype present,7906,Ocular hypertension,effect/phenotype,13176,ichthyosis-short stature-brachydactyly-microspherophakia syndrome,disease
disease_phenotype_positive,phenotype present,12629,Phakodonesis,effect/phenotype,13176,ichthyosis-short stature-brachydactyly-microspherophakia syndrome,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,13176,ichthyosis-short stature-brachydactyly-microspherophakia syndrome,disease
disease_phenotype_positive,phenotype present,100693,Iridodonesis,effect/phenotype,13176,ichthyosis-short stature-brachydactyly-microspherophakia syndrome,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,8634,"urticaria, familial localized heat",disease
disease_phenotype_positive,phenotype present,1596,Alopecia,effect/phenotype,9848,dissecting cellulitis of the scalp,disease
disease_phenotype_positive,phenotype present,12322,Perifolliculitis,effect/phenotype,9848,dissecting cellulitis of the scalp,disease
disease_phenotype_positive,phenotype present,2293,Alopecia of scalp,effect/phenotype,9848,dissecting cellulitis of the scalp,disease
disease_phenotype_positive,phenotype present,3745,Sporadic,effect/phenotype,9848,dissecting cellulitis of the scalp,disease
disease_phenotype_positive,phenotype present,4209,Clinodactyly of the 5th finger,effect/phenotype,7857,keratosis palmaris et plantaris-clinodactyly syndrome,disease
disease_phenotype_positive,phenotype present,6,Autosomal dominant inheritance,effect/phenotype,7857,keratosis palmaris et plantaris-clinodactyly syndrome,disease
disease_phenotype_positive,phenotype present,951,Abnormality of the skin,effect/phenotype,7857,keratosis palmaris et plantaris-clinodactyly syndrome,disease
disease_phenotype_positive,phenotype present,3510,Severe short stature,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
disease_phenotype_positive,phenotype present,112,Nephropathy,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
disease_phenotype_positive,phenotype present,7,Autosomal recessive inheritance,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
disease_phenotype_positive,phenotype present,12213,Decreased glomerular filtration rate,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
disease_phenotype_positive,phenotype present,7479,Congenital nonbullous ichthyosiform erythroderma,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
disease_phenotype_positive,phenotype present,1249,Intellectual disability,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
disease_phenotype_positive,phenotype present,3259,Elevated serum creatinine,effect/phenotype,9446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,disease
