id,name,type,source
DB01024,Mycophenolic acid,drug,DrugBank
DB00461,Nabumetone,drug,DrugBank
DB00779,Nalidixic acid,drug,DrugBank
DB01149,Nefazodone,drug,DrugBank
DB00220,Nelfinavir,drug,DrugBank
DB01400,Neostigmine,drug,DrugBank
DB00665,Nilutamide,drug,DrugBank
DB00393,Nimodipine,drug,DrugBank
DB00401,Nisoldipine,drug,DrugBank
DB01595,Nitrazepam,drug,DrugBank
DB00698,Nitrofurantoin,drug,DrugBank
DB00727,Nitroglycerin,drug,DrugBank
DB01137,Levofloxacin,drug,DrugBank
DB00338,Omeprazole,drug,DrugBank
DB00736,Esomeprazole,drug,DrugBank
DB01083,Orlistat,drug,DrugBank
DB00991,Oxaprozin,drug,DrugBank
DB00842,Oxazepam,drug,DrugBank
DB01580,Oxprenolol,drug,DrugBank
DB00233,Aminosalicylic acid,drug,DrugBank
DB00282,Pamidronic acid,drug,DrugBank
DB00213,Pantoprazole,drug,DrugBank
DB00552,Pentostatin,drug,DrugBank
DB01186,Pergolide,drug,DrugBank
DB01074,Perhexiline,drug,DrugBank
DB01608,Periciazine,drug,DrugBank
DB01438,Phenazopyridine,drug,DrugBank
DB06819,Phenylbutyric acid,drug,DrugBank
DB01486,Cathine,drug,DrugBank
DB09242,Moxonidine,drug,DrugBank
DB01085,Pilocarpine,drug,DrugBank
DB00960,Pindolol,drug,DrugBank
DB00319,Piperacillin,drug,DrugBank
DB01291,Pirbuterol,drug,DrugBank
DB00781,Polymyxin B,drug,DrugBank
DB01058,Praziquantel,drug,DrugBank
DB00750,Prilocaine,drug,DrugBank
DB01131,Proguanil,drug,DrugBank
DB01182,Propafenone,drug,DrugBank
DB00344,Protriptyline,drug,DrugBank
DB00545,Pyridostigmine,drug,DrugBank
DB01129,Rabeprazole,drug,DrugBank
DB01180,Rescinnamine,drug,DrugBank
DB00740,Riluzole,drug,DrugBank
DB00478,Rimantadine,drug,DrugBank
DB00989,Rivastigmine,drug,DrugBank
DB00533,Rofecoxib,drug,DrugBank
DB00649,Stavudine,drug,DrugBank
DB01105,Sibutramine,drug,DrugBank
DB05245,Silver sulfadiazine,drug,DrugBank
DB00489,Sotalol,drug,DrugBank
DB01208,Sparfloxacin,drug,DrugBank
DB01015,Sulfamethoxazole,drug,DrugBank
DB01044,Gatifloxacin,drug,DrugBank
DB00231,Temazepam,drug,DrugBank
DB00444,Teniposide,drug,DrugBank
DB01162,Terazosin,drug,DrugBank
DB06764,Tetryzoline,drug,DrugBank
DB00906,Tiagabine,drug,DrugBank
DB01600,Tiaprofenic acid,drug,DrugBank
DB09070,Tibolone,drug,DrugBank
DB00208,Ticlopidine,drug,DrugBank
DB00697,Tizanidine,drug,DrugBank
DB01036,Tolterodine,drug,DrugBank
DB00539,Toremifene,drug,DrugBank
DB13064,Tramazoline,drug,DrugBank
DB00656,Trazodone,drug,DrugBank
DB00897,Triazolam,drug,DrugBank
DB00347,Trimethadione,drug,DrugBank
DB00440,Trimethoprim,drug,DrugBank
DB00726,Trimipramine,drug,DrugBank
DB11699,Tropisetron,drug,DrugBank
DB00209,Trospium,drug,DrugBank
DB00705,Delavirdine,drug,DrugBank
DB06826,Unoprostone,drug,DrugBank
DB06777,Chenodeoxycholic acid,drug,DrugBank
DB00285,Venlafaxine,drug,DrugBank
DB01080,Vigabatrin,drug,DrugBank
DB00549,Zafirlukast,drug,DrugBank
DB00962,Zaleplon,drug,DrugBank
DB00558,Zanamivir,drug,DrugBank
DB00425,Zolpidem,drug,DrugBank
DB01198,Zopiclone,drug,DrugBank
DB00402,Eszopiclone,drug,DrugBank
DB00107,Oxytocin,drug,DrugBank
DB00692,Phentolamine,drug,DrugBank
DB00937,Diethylpropion,drug,DrugBank
DB00868,Benzonatate,drug,DrugBank
DB00474,Methohexital,drug,DrugBank
DB01223,Aminophylline,drug,DrugBank
DB01057,Echothiophate,drug,DrugBank
DB13841,Clopenthixol,drug,DrugBank
DB01624,Zuclopenthixol,drug,DrugBank
DB13872,Lormetazepam,drug,DrugBank
DB00693,Fluorescein,drug,DrugBank
DB01262,Decitabine,drug,DrugBank
DB11104,Sulfur hexafluoride,drug,DrugBank
DB01303,Oxtriphylline,drug,DrugBank
DB09276,Sodium aurothiomalate,drug,DrugBank
DB00720,Clodronic acid,drug,DrugBank
DB00286,Conjugated estrogens,drug,DrugBank
DB00380,Dexrazoxane,drug,DrugBank
DB00389,Carbimazole,drug,DrugBank
DB09117,Paraldehyde,drug,DrugBank
DB00687,Fludrocortisone,drug,DrugBank
DB01214,Metipranolol,drug,DrugBank
DB09009,Articaine,drug,DrugBank
DB11750,Clobetasol,drug,DrugBank
DB00644,Gonadorelin,drug,DrugBank
DB01218,Halofantrine,drug,DrugBank
DB00686,Pentosan polysulfate,drug,DrugBank
DB09118,Stiripentol,drug,DrugBank
DB01339,Vecuronium,drug,DrugBank
DB00486,Nabilone,drug,DrugBank
DB00507,Nitazoxanide,drug,DrugBank
DB06719,Buserelin,drug,DrugBank
DB00929,Misoprostol,drug,DrugBank
DB13295,Atracurium,drug,DrugBank
DB00565,Cisatracurium,drug,DrugBank
DB09220,Nicorandil,drug,DrugBank
DB00014,Goserelin,drug,DrugBank
DB00716,Nedocromil,drug,DrugBank
DB00491,Miglitol,drug,DrugBank
DB00419,Miglustat,drug,DrugBank
DB01088,Iloprost,drug,DrugBank
DB00104,Octreotide,drug,DrugBank
DB00641,Simvastatin,drug,DrugBank
DB01416,Cefpodoxime,drug,DrugBank
DB01211,Clarithromycin,drug,DrugBank
DB00374,Treprostinil,drug,DrugBank
DB00789,Gadopentetic acid,drug,DrugBank
DB04896,Milnacipran,drug,DrugBank
DB01202,Levetiracetam,drug,DrugBank
DB00187,Esmolol,drug,DrugBank
DB00990,Exemestane,drug,DrugBank
DB00633,Dexmedetomidine,drug,DrugBank
DB00369,Cidofovir,drug,DrugBank
DB00728,Rocuronium,drug,DrugBank
DB00760,Meropenem,drug,DrugBank
DB00597,Gadoteridol,drug,DrugBank
DB00225,Gadodiamide,drug,DrugBank
DB01409,Tiotropium,drug,DrugBank
DB00718,Adefovir dipivoxil,drug,DrugBank
DB00879,Emtricitabine,drug,DrugBank
DB00375,Colestipol,drug,DrugBank
DB00094,Urofollitropin,drug,DrugBank
DB13867,Fluticasone,drug,DrugBank
DB00685,Trovafloxacin,drug,DrugBank
DB06809,Plerixafor,drug,DrugBank
DB06769,Bendamustine,drug,DrugBank
DB00234,Reboxetine,drug,DrugBank
DB00528,Lercanidipine,drug,DrugBank
DB00399,Zoledronic acid,drug,DrugBank
DB01194,Brinzolamide,drug,DrugBank
DB00659,Acamprosate,drug,DrugBank
DB04861,Nebivolol,drug,DrugBank
DB06791,Lanreotide,drug,DrugBank
DB11635,Tocofersolan,drug,DrugBank
DB00582,Voriconazole,drug,DrugBank
DB00496,Darifenacin,drug,DrugBank
DB01220,Rifaximin,drug,DrugBank
DB01155,Gemifloxacin,drug,DrugBank
DB06211,Doripenem,drug,DrugBank
DB00976,Telithromycin,drug,DrugBank
DB01117,Atovaquone,drug,DrugBank
DB00998,Frovatriptan,drug,DrugBank
DB00216,Eletriptan,drug,DrugBank
DB00910,Paricalcitol,drug,DrugBank
DB06594,Agomelatine,drug,DrugBank
DB00075,Muromonab,drug,DrugBank
DB00188,Bortezomib,drug,DrugBank
DB01280,Nelarabine,drug,DrugBank
DB00049,Rasburicase,drug,DrugBank
DB00947,Fulvestrant,drug,DrugBank
DB00293,Raltitrexed,drug,DrugBank
DB04106,Fotemustine,drug,DrugBank
DB06155,Rimonabant,drug,DrugBank
DB00862,Vardenafil,drug,DrugBank
DB00820,Tadalafil,drug,DrugBank
DB14575,Eslicarbazepine,drug,DrugBank
DB00348,Nitisinone,drug,DrugBank
DB00580,Valdecoxib,drug,DrugBank
DB00300,Tenofovir disoproxil,drug,DrugBank
DB06775,Carglumic acid,drug,DrugBank
DB08824,Ioflupane I-123,drug,DrugBank
DB05332,Romiplostim,drug,DrugBank
DB00287,Travoprost,drug,DrugBank
DB00063,Eptifibatide,drug,DrugBank
DB00569,Fondaparinux,drug,DrugBank
DB01628,Etoricoxib,drug,DrugBank
DB00764,Mometasone,drug,DrugBank
DB00520,Caspofungin,drug,DrugBank
DB06700,Desvenlafaxine,drug,DrugBank
DB00230,Pregabalin,drug,DrugBank
DB00905,Bimatoprost,drug,DrugBank
DB01098,Rosuvastatin,drug,DrugBank
DB00275,Olmesartan,drug,DrugBank
DB01319,Fosamprenavir,drug,DrugBank
DB09083,Ivabradine,drug,DrugBank
DB04854,Febuxostat,drug,DrugBank
DB01263,Posaconazole,drug,DrugBank
DB00377,Palonosetron,drug,DrugBank
DB00700,Eplerenone,drug,DrugBank
DB00973,Ezetimibe,drug,DrugBank
DB00303,Ertapenem,drug,DrugBank
DB06802,Nepafenac,drug,DrugBank
DB00673,Aprepitant,drug,DrugBank
DB00442,Entecavir,drug,DrugBank
DB06401,Bazedoxifene,drug,DrugBank
DB01012,Cinacalcet,drug,DrugBank
DB01046,Lubiprostone,drug,DrugBank
DB00992,Methyl aminolevulinate,drug,DrugBank
DB00932,Tipranavir,drug,DrugBank
DB00362,Anidulafungin,drug,DrugBank
DB01344,Tolevamer,drug,DrugBank
DB06792,Lanthanum carbonate,drug,DrugBank
DB01273,Varenicline,drug,DrugBank
DB06414,Etravirine,drug,DrugBank
DB00743,Gadobenic acid,drug,DrugBank
DB06403,Ambrisentan,drug,DrugBank
DB00980,Ramelteon,drug,DrugBank
DB06695,Dabigatran etexilate,drug,DrugBank
DB06268,Sitaxentan,drug,DrugBank
DB00480,Lenalidomide,drug,DrugBank
DB06213,Regadenoson,drug,DrugBank
DB08884,Gadoxetic acid,drug,DrugBank
DB14681,Cortisone,drug,DrugBank
DB01066,Cefditoren,drug,DrugBank
DB00538,Gadoversetamide,drug,DrugBank
DB01656,Roflumilast,drug,DrugBank
DB01141,Micafungin,drug,DrugBank
DB04835,Maraviroc,drug,DrugBank
DB04868,Nilotinib,drug,DrugBank
DB06207,Silodosin,drug,DrugBank
DB00550,Propylthiouracil,drug,DrugBank
DB00763,Methimazole,drug,DrugBank
DB00352,Tioguanine,drug,DrugBank
DB06402,Telavancin,drug,DrugBank
DB05259,Glatiramer,drug,DrugBank
DB00658,Sevelamer,drug,DrugBank
DB05829,Parathyroid hormone,drug,DrugBank
DB00016,Erythropoietin,drug,DrugBank
DB06410,Doxercalciferol,drug,DrugBank
DB00200,Hydroxocobalamin,drug,DrugBank
DB04876,Vildagliptin,drug,DrugBank
DB09055,Acipimox,drug,DrugBank
DB00615,Rifabutin,drug,DrugBank
DB01014,Balsalazide,drug,DrugBank
DB00460,Verteporfin,drug,DrugBank
DB01250,Olsalazine,drug,DrugBank
DB13615,Mifamurtide,drug,DrugBank
DB06650,Ofatumumab,drug,DrugBank
DB01609,Deferasirox,drug,DrugBank
DB01201,Rifapentine,drug,DrugBank
DB05039,Indacaterol,drug,DrugBank
DB00602,Ivermectin,drug,DrugBank
DB09146,Iron sucrose,drug,DrugBank
DB09267,Strontium ranelate,drug,DrugBank
DB06209,Prasugrel,drug,DrugBank
DB06702,Fesoterodine,drug,DrugBank
DB06206,Sugammadex,drug,DrugBank
DB09260,Parnaparin,drug,DrugBank
DB09259,Reviparin,drug,DrugBank
DB06822,Tinzaparin,drug,DrugBank
DB09258,Bemiparin,drug,DrugBank
DB06210,Eltrombopag,drug,DrugBank
DB06705,Gadofosveset trisodium,drug,DrugBank
DB00017,Salmon calcitonin,drug,DrugBank
DB13189,Calcitonin porcine,drug,DrugBank
DB06773,Human calcitonin,drug,DrugBank
DB00080,Daptomycin,drug,DrugBank
DB09456,Insulin beef,drug,DrugBank
DB06285,Teriparatide,drug,DrugBank
DB06283,Ziconotide,drug,DrugBank
DB11095,Desirudin,drug,DrugBank
DB00006,Bivalirudin,drug,DrugBank
DB00109,Enfuvirtide,drug,DrugBank
DB06692,Aprotinin,drug,DrugBank
DB06785,Ganirelix,drug,DrugBank
DB01306,Insulin aspart,drug,DrugBank
DB00046,Insulin lispro,drug,DrugBank
DB00001,Lepirudin,drug,DrugBank
DB01278,Pramlintide,drug,DrugBank
DB06699,Degarelix,drug,DrugBank
DB01307,Insulin detemir,drug,DrugBank
DB06817,Raltegravir,drug,DrugBank
DB00554,Piroxicam,drug,DrugBank
DB06825,Triptorelin,drug,DrugBank
DB00050,Cetrorelix,drug,DrugBank
DB00666,Nafarelin,drug,DrugBank
DB00047,Insulin glargine,drug,DrugBank
DB00469,Tenoxicam,drug,DrugBank
DB00560,Tigecycline,drug,DrugBank
DB00256,Lymecycline,drug,DrugBank
DB04895,Pegaptanib,drug,DrugBank
DB01432,Cholestyramine,drug,DrugBank
44058,regulation of digestive system process,biological_process,GO
51241,negative regulation of multicellular organismal process,biological_process,GO
6527,SLC5A4,gene/protein,NCBI
44237,cellular metabolic process,biological_process,GO
71704,organic substance metabolic process,biological_process,GO
44107,cellular alcohol metabolic process,biological_process,GO
51170,import into nucleus,biological_process,GO
50658,RNA transport,biological_process,GO
42168,heme metabolic process,biological_process,GO
6955,TRA,gene/protein,NCBI
2347,thoracic vertebra,anatomy,UBERON
2698,negative regulation of immune effector process,biological_process,GO
2700,GJA3,gene/protein,NCBI
2704,negative regulation of leukocyte mediated immunity,biological_process,GO
48856,anatomical structure development,biological_process,GO
31175,neuron projection development,biological_process,GO
60135,maternal process involved in female pregnancy,biological_process,GO
33859,furaldehyde metabolic process,biological_process,GO
1900567,chanoclavine-I aldehyde metabolic process,biological_process,GO
33020,cyclopentanol metabolic process,biological_process,GO
1900992,(-)-secologanin metabolic process,biological_process,GO
1901360,organic cyclic compound metabolic process,biological_process,GO
46483,heterocycle metabolic process,biological_process,GO
46435,3-(3-hydroxy)phenylpropionate metabolic process,biological_process,GO
1901728,monensin A metabolic process,biological_process,GO
1901564,organonitrogen compound metabolic process,biological_process,GO
43603,cellular amide metabolic process,biological_process,GO
70459,prolactin secretion,biological_process,GO
6221,pyrimidine nucleotide biosynthetic process,biological_process,GO
43173,nucleotide salvage,biological_process,GO
14051,gamma-aminobutyric acid secretion,biological_process,GO
46292,formaldehyde metabolic process,biological_process,GO
44281,small molecule metabolic process,biological_process,GO
1901615,organic hydroxy compound metabolic process,biological_process,GO
2732,positive regulation of dendritic cell cytokine production,biological_process,GO
35092,sperm chromatin condensation,biological_process,GO
43046,DNA methylation involved in gamete generation,biological_process,GO
45476,nurse cell apoptotic process,biological_process,GO
22412,cellular process involved in reproduction in multicellular organism,biological_process,GO
7017,microtubule-based process,biological_process,GO
50427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,biological_process,GO
42537,benzene-containing compound metabolic process,biological_process,GO
6807,nitrogen compound metabolic process,biological_process,GO
6082,fundus of urinary bladder,anatomy,UBERON
10227,MFSD10,gene/protein,NCBI
35234,ectopic germ cell programmed cell death,biological_process,GO
33355,ascorbate glutathione cycle,biological_process,GO
36531,glutathione deglycation,biological_process,GO
19218,regulation of steroid metabolic process,biological_process,GO
32350,regulation of hormone metabolic process,biological_process,GO
33238,regulation of cellular amine metabolic process,biological_process,GO
80090,regulation of primary metabolic process,biological_process,GO
34080,CENP-A containing nucleosome assembly,biological_process,GO
30334,regulation of cell migration,biological_process,GO
2682,regulation of immune system process,biological_process,GO
1901057,trimethylenediamine biosynthetic process,biological_process,GO
1901056,trimethylenediamine catabolic process,biological_process,GO
70955,negative regulation of neutrophil mediated killing of symbiont cell,biological_process,GO
1902289,negative regulation of defense response to oomycetes,biological_process,GO
110133,negative regulation of CRISPR-cas system,biological_process,GO
1900425,negative regulation of defense response to bacterium,biological_process,GO
1900366,negative regulation of defense response to insect,biological_process,GO
45824,negative regulation of innate immune response,biological_process,GO
50687,negative regulation of defense response to virus,biological_process,GO
50777,negative regulation of immune response,biological_process,GO
2838,first cervical dorsal root ganglion,anatomy,UBERON
35510,DNA dealkylation,biological_process,GO
30592,DNA ADP-ribosylation,biological_process,GO
45006,DNA deamination,biological_process,GO
70580,base J metabolic process,biological_process,GO
44728,DNA methylation or demethylation,biological_process,GO
45008,depyrimidination,biological_process,GO
1901576,organic substance biosynthetic process,biological_process,GO
44272,sulfur compound biosynthetic process,biological_process,GO
46500,S-adenosylmethionine metabolic process,biological_process,GO
46184,aldehyde biosynthetic process,biological_process,GO
46907,intracellular transport,biological_process,GO
15031,pedal digit 1 phalanx endochondral element,anatomy,UBERON
17198,N-terminal peptidyl-serine acetylation,biological_process,GO
18312,peptidyl-serine ADP-ribosylation,biological_process,GO
18105,peptidyl-serine phosphorylation,biological_process,GO
18242,protein O-linked glycosylation via serine,biological_process,GO
50984,peptidyl-serine sulfation,biological_process,GO
60253,negative regulation of glial cell proliferation,biological_process,GO
1900006,positive regulation of dendrite development,biological_process,GO
61003,positive regulation of dendritic spine morphogenesis,biological_process,GO
70572,positive regulation of neuron projection regeneration,biological_process,GO
34107,negative regulation of erythrocyte clearance,biological_process,GO
6975,DNA damage induced protein phosphorylation,biological_process,GO
16572,histone phosphorylation,biological_process,GO
31289,actin phosphorylation,biological_process,GO
100002,negative regulation of protein kinase activity by protein phosphorylation,biological_process,GO
18108,peptidyl-tyrosine phosphorylation,biological_process,GO
7258,JUN phosphorylation,biological_process,GO
18218,peptidyl-cysteine phosphorylation,biological_process,GO
60389,pathway-restricted SMAD protein phosphorylation,biological_process,GO
18109,peptidyl-arginine phosphorylation,biological_process,GO
18210,peptidyl-threonine modification,biological_process,GO
46777,protein autophosphorylation,biological_process,GO
70816,phosphorylation of RNA polymerase II C-terminal domain,biological_process,GO
46348,amino sugar catabolic process,biological_process,GO
46346,mannosamine catabolic process,biological_process,GO
1990918,double-strand break repair involved in meiotic recombination,biological_process,GO
1903046,meiotic cell cycle process,biological_process,GO
33260,nuclear DNA replication,biological_process,GO
42221,response to chemical,biological_process,GO
34121,regulation of toll-like receptor signaling pathway,biological_process,GO
99112,microtubule polymerization based protein transport,biological_process,GO
70446,negative regulation of oligodendrocyte progenitor proliferation,biological_process,GO
45686,negative regulation of glial cell differentiation,biological_process,GO
1901098,positive regulation of autophagosome maturation,biological_process,GO
140501,positive regulation of reticulophagy,biological_process,GO
30488,tRNA methylation,biological_process,GO
43043,peptide biosynthetic process,biological_process,GO
46352,disaccharide catabolic process,biological_process,GO
6127,funiculus of spinal cord,anatomy,UBERON
19574,sucrose catabolic process via 3'-ketosucrose,biological_process,GO
42822,pyridoxal phosphate metabolic process,biological_process,GO
61720,6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde,biological_process,GO
19682,glyceraldehyde-3-phosphate metabolic process,biological_process,GO
45965,negative regulation of ecdysteroid metabolic process,biological_process,GO
45740,positive regulation of DNA replication,biological_process,GO
42178,xenobiotic catabolic process,biological_process,GO
46700,heterocycle catabolic process,biological_process,GO
19439,aromatic compound catabolic process,biological_process,GO
1901361,organic cyclic compound catabolic process,biological_process,GO
70980,biphenyl catabolic process,biological_process,GO
6068,ethanol catabolic process,biological_process,GO
51923,sulfation,biological_process,GO
16310,phosphorylation,biological_process,GO
43413,macromolecule glycosylation,biological_process,GO
19988,charged-tRNA amino acid modification,biological_process,GO
15849,organic acid transport,biological_process,GO
72337,modified amino acid transport,biological_process,GO
42938,dipeptide transport,biological_process,GO
15714,phosphoenolpyruvate transport,biological_process,GO
34103,regulation of tissue remodeling,biological_process,GO
43412,macromolecule modification,biological_process,GO
16569,covalent chromatin modification,biological_process,GO
1904842,response to nitroglycerin,biological_process,GO
45577,regulation of B cell differentiation,biological_process,GO
2914,regulation of central B cell anergy,biological_process,GO
45943,positive regulation of transcription by RNA polymerase I,biological_process,GO
45944,positive regulation of transcription by RNA polymerase II,biological_process,GO
50776,regulation of immune response,biological_process,GO
1903912,negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation,biological_process,GO
1901362,organic cyclic compound biosynthetic process,biological_process,GO
1901617,organic hydroxy compound biosynthetic process,biological_process,GO
42362,fat-soluble vitamin biosynthetic process,biological_process,GO
42360,vitamin E metabolic process,biological_process,GO
51839,regulation by host of cytolysis of symbiont cells,biological_process,GO
70949,regulation of neutrophil mediated killing of symbiont cell,biological_process,GO
45088,regulation of innate immune response,biological_process,GO
1902288,regulation of defense response to oomycetes,biological_process,GO
1900424,regulation of defense response to bacterium,biological_process,GO
1900150,regulation of defense response to fungus,biological_process,GO
2000068,regulation of defense response to insect,biological_process,GO
50688,regulation of defense response to virus,biological_process,GO
110132,regulation of CRISPR-cas system,biological_process,GO
31346,positive regulation of cell projection organization,biological_process,GO
16485,protein processing,biological_process,GO
44267,cellular protein metabolic process,biological_process,GO
15807,ear epithelium,anatomy,UBERON
98656,anion transmembrane transport,biological_process,GO
1902475,L-alpha-amino acid transmembrane transport,biological_process,GO
15800,acidic amino acid transport,biological_process,GO
1903801,L-leucine import across plasma membrane,biological_process,GO
1903248,regulation of citrulline biosynthetic process,biological_process,GO
30808,regulation of nucleotide biosynthetic process,biological_process,GO
61934,regulation of adenine biosynthetic process,biological_process,GO
2000282,regulation of cellular amino acid biosynthetic process,biological_process,GO
19400,alditol metabolic process,biological_process,GO
46298,"2,4-dichlorobenzoate catabolic process",biological_process,GO
9206,purine ribonucleoside triphosphate biosynthetic process,biological_process,GO
46707,IDP metabolic process,biological_process,GO
21595,rhombomere structural organization,biological_process,GO
18245,protein O-linked glycosylation via tyrosine,biological_process,GO
18000,N-terminal peptidyl-tyrosine acetylation,biological_process,GO
18198,peptidyl-cysteine modification,biological_process,GO
18174,protein-heme P460 linkage,biological_process,GO
48585,negative regulation of response to stimulus,biological_process,GO
46716,muscle cell cellular homeostasis,biological_process,GO
70050,neuron cellular homeostasis,biological_process,GO
15869,protein-DNA complex transport,biological_process,GO
1904381,Golgi apparatus mannose trimming,biological_process,GO
45910,negative regulation of DNA recombination,biological_process,GO
18958,phenol-containing compound metabolic process,biological_process,GO
18982,vanillin metabolic process,biological_process,GO
1900767,fonsecin metabolic process,biological_process,GO
71310,cellular response to organic substance,biological_process,GO
43299,leukocyte degranulation,biological_process,GO
18201,peptidyl-glycine modification,biological_process,GO
18157,peptide cross-linking via an oxazole or thiazole,biological_process,GO
18343,protein farnesylation,biological_process,GO
18125,peptidyl-cysteine methylation,biological_process,GO
18350,protein esterification,biological_process,GO
31664,regulation of lipopolysaccharide-mediated signaling pathway,biological_process,GO
55085,transmembrane transport,biological_process,GO
1901264,carbohydrate derivative transport,biological_process,GO
15931,nucleobase-containing compound transport,biological_process,GO
45985,positive regulation of pyrimidine nucleobase metabolic process,biological_process,GO
45966,positive regulation of ecdysteroid metabolic process,biological_process,GO
45764,positive regulation of cellular amino acid metabolic process,biological_process,GO
45981,positive regulation of nucleotide metabolic process,biological_process,GO
45983,positive regulation of purine nucleobase metabolic process,biological_process,GO
46487,glyoxylate metabolic process,biological_process,GO
18424,peptidyl-glutamic acid poly-ADP-ribosylation,biological_process,GO
30974,thiamine pyrophosphate transmembrane transport,biological_process,GO
1990544,mitochondrial ATP transmembrane transport,biological_process,GO
1904983,glycine import into mitochondrion,biological_process,GO
110141,L-glutamate import into mitochondrion,biological_process,GO
1904016,response to Thyroglobulin triiodothyronine,biological_process,GO
1903927,response to cyanide,biological_process,GO
72720,response to dithiothreitol,biological_process,GO
1902778,response to alkane,biological_process,GO
97315,response to N-acetyl-D-glucosamine,biological_process,GO
34097,response to cytokine,biological_process,GO
1903416,response to glycoside,biological_process,GO
46682,response to cyclodiene,biological_process,GO
14070,response to organic cyclic compound,biological_process,GO
34465,response to carbon monoxide,biological_process,GO
72728,response to Gentian violet,biological_process,GO
19236,response to pheromone,biological_process,GO
1904404,response to formaldehyde,biological_process,GO
71703,detection of organic substance,biological_process,GO
44591,response to amylopectin,biological_process,GO
2238,false rib,anatomy,UBERON
1904421,response to D-galactosamine,biological_process,GO
1905640,response to acetaldehyde,biological_process,GO
72702,response to methyl methanesulfonate,biological_process,GO
1904619,response to dimethyl sulfoxide,biological_process,GO
51597,response to methylmercury,biological_process,GO
97305,response to alcohol,biological_process,GO
1901593,response to GW 7647,biological_process,GO
1901654,response to ketone,biological_process,GO
33993,response to lipid,biological_process,GO
45472,response to ether,biological_process,GO
1905144,response to acetylcholine,biological_process,GO
1905395,response to flavonoid,biological_process,GO
1901562,response to paraquat,biological_process,GO
110096,cellular response to aldehyde,biological_process,GO
36273,response to statin,biological_process,GO
1904481,response to tetrahydrofolate,biological_process,GO
70848,response to growth factor,biological_process,GO
1902610,response to N-phenylthiourea,biological_process,GO
1904147,response to nonylphenol,biological_process,GO
46683,response to organophosphorus,biological_process,GO
1901425,response to formic acid,biological_process,GO
72710,response to hydroxyurea,biological_process,GO
10034,response to acetate,biological_process,GO
35966,response to topologically incorrect protein,biological_process,GO
1902111,response to diethyl maleate,biological_process,GO
43207,response to external biotic stimulus,biological_process,GO
1904772,response to tetrachloromethane,biological_process,GO
1902140,response to inositol,biological_process,GO
31340,positive regulation of vesicle fusion,biological_process,GO
42864,pyochelin biosynthetic process,biological_process,GO
46189,phenol-containing compound biosynthetic process,biological_process,GO
46333,octopamine metabolic process,biological_process,GO
46165,alcohol biosynthetic process,biological_process,GO
42401,cellular biogenic amine biosynthetic process,biological_process,GO
42136,neurotransmitter biosynthetic process,biological_process,GO
71672,negative regulation of smooth muscle cell chemotaxis,biological_process,GO
18193,peptidyl-amino acid modification,biological_process,GO
46942,carboxylic acid transport,biological_process,GO
6865,TACR2,gene/protein,NCBI
15802,basic amino acid transport,biological_process,GO
1901605,alpha-amino acid metabolic process,biological_process,GO
45702,positive regulation of spermatid nuclear differentiation,biological_process,GO
1903108,regulation of mitochondrial transcription,biological_process,GO
31507,heterochromatin assembly,biological_process,GO
71705,nitrogen compound transport,biological_process,GO
71702,organic substance transport,biological_process,GO
33214,siderophore-dependent iron import into cell,biological_process,GO
10646,regulation of cell communication,biological_process,GO
43558,regulation of translational initiation in response to stress,biological_process,GO
42574,retinal metabolic process,biological_process,GO
1901565,organonitrogen compound catabolic process,biological_process,GO
46449,creatinine metabolic process,biological_process,GO
72340,cellular lactam catabolic process,biological_process,GO
1901072,glucosamine-containing compound catabolic process,biological_process,GO
46313,phosphoarginine catabolic process,biological_process,GO
1901606,alpha-amino acid catabolic process,biological_process,GO
6568,hypothalamic nucleus,anatomy,UBERON
46218,indolalkylamine catabolic process,biological_process,GO
9087,methionine catabolic process,biological_process,GO
8156,negative regulation of DNA replication,biological_process,GO
45892,"negative regulation of transcription, DNA-templated",biological_process,GO
48583,regulation of response to stimulus,biological_process,GO
44087,regulation of cellular component biogenesis,biological_process,GO
46287,isoflavonoid metabolic process,biological_process,GO
39531,regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,biological_process,GO
45782,positive regulation of cell budding,biological_process,GO
2001,renin secretion into blood stream,biological_process,GO
61355,Wnt protein secretion,biological_process,GO
38055,BMP secretion,biological_process,GO
44262,cellular carbohydrate metabolic process,biological_process,GO
90615,mitochondrial mRNA processing,biological_process,GO
34308,primary alcohol metabolic process,biological_process,GO
30253,protein secretion by the type I secretion system,biological_process,GO
44315,protein secretion by the type VII secretion system,biological_process,GO
46819,protein secretion by the type V secretion system,biological_process,GO
36394,amylase secretion,biological_process,GO
1990747,pancreatic trypsinogen secretion,biological_process,GO
30255,protein secretion by the type IV secretion system,biological_process,GO
110010,basolateral protein secretion,biological_process,GO
70560,protein secretion by platelet,biological_process,GO
33299,secretion of lysosomal enzymes,biological_process,GO
1990773,matrix metallopeptidase secretion,biological_process,GO
70162,adiponectin secretion,biological_process,GO
15628,protein secretion by the type II secretion system,biological_process,GO
33103,protein secretion by the type VI secretion system,biological_process,GO
72330,monocarboxylic acid biosynthetic process,biological_process,GO
42398,cellular modified amino acid biosynthetic process,biological_process,GO
